Dates,Primary Type,Location Description,Arrest,Domestic,Ward,Counts,District,Primary Types
2015-09-06,NARCOTICS,STREET,1,0,22.0,776,10,17
2015-09-05,THEFT,STREET,0,0,1.0,498,14,29
2015-09-05,ASSAULT,APARTMENT,1,0,6.0,498,6,1
2015-09-06,CRIMINAL DAMAGE,COMMERCIAL / BUSINESS OFFICE,0,0,17.0,776,7,6
2015-09-05,NARCOTICS,STREET,1,0,50.0,498,24,17
2015-09-06,NARCOTICS,STREET,1,0,17.0,776,7,17
2015-09-06,OTHER OFFENSE,SIDEWALK,1,0,37.0,776,25,22
2015-09-06,NARCOTICS,STREET,1,0,25.0,776,12,17
2015-09-06,CRIMINAL TRESPASS,RESIDENCE,1,1,31.0,776,25,8
2015-09-06,NARCOTICS,VEHICLE NON-COMMERCIAL,1,0,24.0,776,10,17
2015-09-06,NARCOTICS,STREET,1,0,17.0,776,6,17
2015-09-06,CRIMINAL TRESPASS,RESIDENTIAL YARD (FRONT/BACK),1,0,23.0,776,8,8
2015-09-05,ASSAULT,RESIDENCE,0,1,21.0,498,6,1
2015-09-06,NARCOTICS,RESIDENCE,1,0,21.0,776,6,17
2015-09-06,BATTERY,RESIDENCE,0,1,45.0,776,16,2
2015-09-05,BATTERY,SIDEWALK,0,0,17.0,498,8,2
2015-09-03,OTHER OFFENSE,RESIDENCE,0,0,21.0,104,6,22
2015-09-06,BATTERY,RESIDENTIAL YARD (FRONT/BACK),1,0,23.0,776,8,2
2015-09-06,BATTERY,VACANT LOT/LAND,0,0,3.0,776,2,2
2015-09-05,BATTERY,SIDEWALK,0,1,6.0,498,6,2
2015-09-05,THEFT,STREET,0,0,31.0,498,25,29
2015-09-06,BATTERY,SIDEWALK,0,0,7.0,776,3,2
2015-09-06,BATTERY,APARTMENT,0,0,37.0,776,25,2
2015-04-18,THEFT,RESIDENCE,0,0,44.0,1,19,29
2015-09-06,ASSAULT,SIDEWALK,0,1,6.0,776,3,1
2015-09-05,WEAPONS VIOLATION,SIDEWALK,1,0,6.0,498,6,30
2015-09-05,CRIMINAL DAMAGE,STREET,0,0,42.0,498,1,6
2015-09-05,ROBBERY,CTA BUS STOP,0,0,9.0,498,5,26
2015-09-05,BURGLARY,CHA APARTMENT,0,0,9.0,498,5,3
2015-09-05,ASSAULT,STREET,0,0,34.0,498,5,1
2015-09-05,BATTERY,RESIDENCE,0,1,9.0,498,5,2
2015-09-05,BATTERY,RESIDENCE PORCH/HALLWAY,0,1,9.0,498,5,2
2015-09-05,CRIMINAL DAMAGE,RESIDENCE,0,0,34.0,498,5,6
2015-09-06,BATTERY,STREET,0,0,34.0,776,5,2
2015-09-05,BURGLARY,RESIDENCE,0,0,9.0,498,5,3
2015-09-06,NARCOTICS,STREET,1,0,28.0,776,11,17
2015-09-06,BATTERY,ALLEY,0,1,3.0,776,9,2
2015-09-05,SEX OFFENSE,APARTMENT,0,0,15.0,498,7,27
2015-09-06,CRIMINAL TRESPASS,VEHICLE NON-COMMERCIAL,1,0,28.0,776,11,8
2015-09-05,CRIMINAL DAMAGE,APARTMENT,0,0,28.0,498,11,6
2015-09-05,CRIMINAL DAMAGE,SIDEWALK,0,1,40.0,498,20,6
2015-09-06,BATTERY,SIDEWALK,0,0,28.0,776,11,2
2015-09-05,THEFT,STREET,0,0,42.0,498,18,29
2015-09-06,CRIMINAL TRESPASS,CHA PARKING LOT/GROUNDS,1,0,10.0,776,4,8
2015-09-06,MOTOR VEHICLE THEFT,STREET,0,0,37.0,776,15,16
2015-09-06,BATTERY,RESIDENCE,0,1,13.0,776,8,2
2015-09-05,THEFT,PARKING LOT/GARAGE(NON.RESID.),0,0,2.0,498,1,29
2015-09-06,MOTOR VEHICLE THEFT,STREET,0,0,37.0,776,15,16
2015-04-21,THEFT,APARTMENT,0,0,7.0,2,4,29
2015-09-06,NARCOTICS,SIDEWALK,1,0,44.0,776,19,17
2015-09-06,ROBBERY,SIDEWALK,0,0,46.0,776,19,26
2015-09-06,BATTERY,RESIDENTIAL YARD (FRONT/BACK),1,0,39.0,776,17,2
2015-09-06,BATTERY,APARTMENT,0,1,7.0,776,4,2
2015-09-06,BATTERY,STREET,0,1,25.0,776,12,2
2015-09-05,ASSAULT,SIDEWALK,0,0,38.0,498,16,1
2015-09-05,CRIMINAL DAMAGE,APARTMENT,0,1,27.0,498,12,6
2015-09-06,BATTERY,SIDEWALK,0,0,36.0,776,16,2
2015-09-06,CRIM SEXUAL ASSAULT,APARTMENT,0,1,38.0,776,16,5
2015-09-06,PUBLIC PEACE VIOLATION,APARTMENT,1,0,16.0,776,8,25
2015-09-06,THEFT,STREET,0,0,42.0,776,1,29
2015-09-06,ASSAULT,CHA HALLWAY/STAIRWELL/ELEVATOR,1,0,3.0,776,1,1
2015-09-05,CRIMINAL DAMAGE,STREET,0,0,42.0,498,18,6
2015-09-06,CRIMINAL DAMAGE,STREET,0,0,17.0,776,8,6
2015-09-06,CRIMINAL DAMAGE,APARTMENT,0,1,4.0,776,2,6
2015-09-03,THEFT,RESIDENCE,0,0,23.0,104,8,29
2015-09-06,BATTERY,STREET,0,0,4.0,776,2,2
2015-09-06,BATTERY,APARTMENT,0,0,24.0,776,10,2
2015-09-06,THEFT,GAS STATION,0,0,25.0,776,10,29
2015-09-06,THEFT,TAVERN/LIQUOR STORE,1,0,49.0,776,24,29
2015-09-06,BATTERY,SIDEWALK,1,0,42.0,776,18,2
2015-09-06,OTHER OFFENSE,STREET,0,1,43.0,776,18,22
2015-09-06,THEFT,STREET,0,0,1.0,776,14,29
2015-09-06,CRIMINAL TRESPASS,APARTMENT,0,0,42.0,776,18,8
2015-09-05,ROBBERY,RESIDENCE-GARAGE,0,0,44.0,498,19,26
2015-09-06,INTERFERENCE WITH PUBLIC OFFICER,SIDEWALK,1,0,10.0,776,4,12
2015-09-06,BATTERY,APARTMENT,0,0,5.0,776,2,2
2015-09-06,BATTERY,APARTMENT,0,1,29.0,776,15,2
2015-09-06,THEFT,STREET,0,0,28.0,776,11,29
2015-09-06,ROBBERY,RESIDENCE PORCH/HALLWAY,0,0,18.0,776,6,26
2015-09-06,ASSAULT,BAR OR TAVERN,0,0,34.0,776,22,1
2015-09-06,ASSAULT,RESIDENCE,0,1,21.0,776,6,1
2015-09-04,BATTERY,ALLEY,0,0,46.0,179,19,2
2015-09-06,CRIM SEXUAL ASSAULT,RESIDENCE,1,1,23.0,776,8,5
2015-09-06,CRIMINAL DAMAGE,SMALL RETAIL STORE,0,0,50.0,776,24,6
2015-09-05,ASSAULT,RESIDENCE,1,0,49.0,498,24,1
2015-09-06,MOTOR VEHICLE THEFT,STREET,0,0,34.0,776,5,16
2015-09-01,MOTOR VEHICLE THEFT,RESIDENCE-GARAGE,0,0,6.0,66,6,16
2015-09-06,BATTERY,RESIDENTIAL YARD (FRONT/BACK),0,0,18.0,776,6,2
2015-09-06,BATTERY,RESIDENCE,0,1,21.0,776,6,2
2015-09-02,CRIMINAL DAMAGE,RESIDENCE,0,1,6.0,64,6,6
2015-09-06,BURGLARY,RESIDENCE,0,0,7.0,776,4,3
2015-09-05,DECEPTIVE PRACTICE,STREET,0,0,25.0,498,12,9
2015-09-03,BATTERY,APARTMENT,0,1,2.0,104,12,2
2015-09-06,ASSAULT,BAR OR TAVERN,1,0,27.0,776,12,1
2015-09-06,ROBBERY,SIDEWALK,0,0,27.0,776,12,26
2015-09-06,NARCOTICS,SIDEWALK,1,0,30.0,776,25,17
2015-09-06,BATTERY,BAR OR TAVERN,1,0,44.0,776,19,2
2015-04-24,NARCOTICS,ALLEY,1,0,31.0,14,25,17
2015-09-06,BATTERY,SIDEWALK,1,0,27.0,776,18,2
2015-09-06,ROBBERY,SIDEWALK,0,0,3.0,776,1,26
2015-09-06,BATTERY,APARTMENT,0,1,2.0,776,11,2
2015-09-05,ROBBERY,TAXICAB,1,0,27.0,498,18,26
2015-09-06,BATTERY,RESIDENCE,0,1,27.0,776,11,2
2015-09-05,OFFENSE INVOLVING CHILDREN,HOSPITAL BUILDING/GROUNDS,0,0,42.0,498,18,20
2015-09-06,ASSAULT,STREET,0,0,25.0,776,12,1
2015-09-06,CRIMINAL DAMAGE,RESIDENCE,0,0,28.0,776,11,6
2015-09-06,LIQUOR LAW VIOLATION,SIDEWALK,1,0,44.0,776,19,15
2015-09-06,BATTERY,APARTMENT,1,1,27.0,776,11,2
2015-09-06,ASSAULT,HOTEL/MOTEL,0,0,42.0,776,18,1
2015-09-06,ROBBERY,ALLEY,0,0,47.0,776,20,26
2015-09-06,THEFT,SIDEWALK,0,0,42.0,776,18,29
2015-09-06,BATTERY,STREET,1,0,28.0,776,11,2
2015-09-06,BATTERY,APARTMENT,1,1,39.0,776,17,2
2015-09-06,CRIMINAL DAMAGE,COMMERCIAL / BUSINESS OFFICE,0,0,2.0,776,1,6
2015-09-06,ASSAULT,ALLEY,1,0,1.0,776,12,1
2015-09-06,MOTOR VEHICLE THEFT,VEHICLE NON-COMMERCIAL,0,0,7.0,776,4,16
2015-09-06,THEFT,SIDEWALK,0,0,3.0,776,2,29
2015-09-06,CRIMINAL DAMAGE,APARTMENT,1,0,20.0,776,3,6
2015-09-05,DECEPTIVE PRACTICE,STREET,0,0,6.0,498,3,9
2015-09-05,BATTERY,ALLEY,0,0,6.0,498,3,2
2015-09-06,THEFT,VEHICLE NON-COMMERCIAL,1,0,19.0,776,22,29
2015-04-15,OTHER OFFENSE,RESIDENCE,0,1,7.0,6,3,22
2015-09-06,BATTERY,ALLEY,0,0,28.0,776,15,2
2015-09-06,BATTERY,APARTMENT,1,1,10.0,776,4,2
2015-09-05,THEFT,STREET,0,0,32.0,498,14,29
2015-09-04,CRIMINAL DAMAGE,STREET,0,1,31.0,179,25,6
2015-09-06,BATTERY,SIDEWALK,0,1,3.0,776,2,2
2015-09-06,THEFT,DRIVEWAY - RESIDENTIAL,0,0,2.0,776,11,29
2015-09-05,BATTERY,APARTMENT,0,1,24.0,498,10,2
2015-09-03,CRIM SEXUAL ASSAULT,ALLEY,0,0,23.0,104,8,5
2015-09-06,NARCOTICS,ALLEY,1,0,10.0,776,4,17
2015-09-05,MOTOR VEHICLE THEFT,STREET,0,0,34.0,498,5,16
2015-09-05,THEFT,STREET,0,0,8.0,498,4,29
2015-09-06,BATTERY,STREET,1,1,24.0,776,10,2
2015-01-01,OFFENSE INVOLVING CHILDREN,RESIDENCE,0,1,13.0,33,8,20
2015-09-06,BURGLARY,WAREHOUSE,0,0,1.0,776,14,3
2015-09-06,CRIMINAL DAMAGE,RESIDENCE-GARAGE,0,0,13.0,776,8,6
2015-09-05,CRIMINAL DAMAGE,APARTMENT,1,1,38.0,498,16,6
2015-09-06,CRIMINAL TRESPASS,SMALL RETAIL STORE,1,0,43.0,776,18,8
2015-09-06,WEAPONS VIOLATION,STREET,1,0,28.0,776,15,30
2015-09-06,BATTERY,RESIDENCE,0,0,1.0,776,12,2
2015-09-05,THEFT,APARTMENT,0,0,44.0,498,19,29
2015-09-06,BATTERY,APARTMENT,0,0,45.0,776,16,2
2015-09-05,BURGLARY,RESIDENCE-GARAGE,1,0,7.0,498,4,3
2015-09-06,CRIMINAL DAMAGE,STREET,0,0,17.0,776,7,6
2015-09-06,ASSAULT,SIDEWALK,1,1,20.0,776,3,1
2015-09-06,BATTERY,VEHICLE NON-COMMERCIAL,1,1,11.0,776,9,2
2015-09-05,MOTOR VEHICLE THEFT,STREET,1,0,4.0,498,2,16
2015-09-05,THEFT,RESTAURANT,0,0,4.0,498,2,29
2015-09-06,BURGLARY,STREET,1,0,17.0,776,7,3
2015-09-05,CRIMINAL DAMAGE,APARTMENT,0,0,23.0,498,8,6
2015-09-05,CRIMINAL DAMAGE,STREET,0,0,7.0,498,4,6
2015-09-03,CRIMINAL DAMAGE,OTHER,0,0,2.0,104,1,6
2015-09-06,DECEPTIVE PRACTICE,GAS STATION,0,0,2.0,776,12,9
2015-09-05,CRIMINAL DAMAGE,RESIDENCE,0,0,13.0,498,8,6
2015-09-06,BATTERY,APARTMENT,1,0,2.0,776,12,2
2015-09-06,CRIMINAL DAMAGE,STREET,0,1,31.0,776,25,6
2015-09-06,BATTERY,APARTMENT,0,0,11.0,776,9,2
2015-09-06,BATTERY,APARTMENT,1,0,6.0,776,3,2
2015-09-06,BATTERY,APARTMENT,0,1,5.0,776,3,2
2015-09-04,OTHER OFFENSE,APARTMENT,0,0,4.0,179,2,22
2015-09-05,THEFT,PARK PROPERTY,0,0,27.0,498,12,29
2015-09-06,CRIMINAL DAMAGE,STREET,0,0,27.0,776,11,6
2015-09-05,CRIMINAL TRESPASS,APARTMENT,0,0,7.0,498,3,8
2015-09-03,ASSAULT,APARTMENT,0,1,48.0,104,20,1
2015-09-05,THEFT,APARTMENT,0,0,10.0,498,4,29
2015-09-06,THEFT,RESIDENCE,0,0,24.0,776,11,29
2015-09-05,CRIMINAL DAMAGE,RESIDENCE,0,0,43.0,498,18,6
2015-09-06,BURGLARY,RESIDENCE-GARAGE,0,0,27.0,776,12,3
2015-09-06,DECEPTIVE PRACTICE,GAS STATION,0,0,2.0,776,12,9
2015-09-05,CRIMINAL DAMAGE,PARK PROPERTY,0,0,2.0,498,12,6
2015-09-06,BATTERY,APARTMENT,1,0,33.0,776,17,2
2015-07-02,BURGLARY,RESIDENCE-GARAGE,0,0,12.0,3,9,3
2015-09-04,ROBBERY,SIDEWALK,0,0,3.0,179,1,26
2015-09-05,THEFT,APARTMENT,0,1,46.0,498,19,29
2015-09-05,THEFT,RESIDENCE-GARAGE,0,0,21.0,498,22,29
2015-09-06,THEFT,CTA TRAIN,0,0,42.0,776,18,29
2015-09-06,CRIMINAL DAMAGE,APARTMENT,0,0,6.0,776,3,6
2015-09-06,THEFT,SIDEWALK,1,1,4.0,776,2,29
2015-09-06,BATTERY,STREET,0,1,3.0,776,2,2
2015-09-06,BATTERY,RESIDENCE,0,1,49.0,776,24,2
2015-05-01,OFFENSE INVOLVING CHILDREN,RESIDENCE,0,0,13.0,3,8,20
2015-09-06,THEFT,GAS STATION,0,0,15.0,776,7,29
2015-09-06,NARCOTICS,SIDEWALK,1,0,28.0,776,15,17
2015-09-06,BATTERY,RESIDENCE,0,1,15.0,776,7,2
2015-09-06,CRIMINAL DAMAGE,STREET,0,0,42.0,776,18,6
2015-09-06,ASSAULT,DRUG STORE,0,0,1.0,776,14,1
2015-09-06,THEFT,STREET,0,1,3.0,776,2,29
2015-09-06,CRIMINAL DAMAGE,STREET,0,0,37.0,776,25,6
2015-09-05,THEFT,RESIDENTIAL YARD (FRONT/BACK),0,0,43.0,498,18,29
2015-09-06,THEFT,VEHICLE NON-COMMERCIAL,0,0,38.0,776,16,29
2015-09-03,BATTERY,RESIDENCE,0,1,9.0,104,5,2
2015-09-04,THEFT,RESIDENTIAL YARD (FRONT/BACK),0,0,12.0,179,9,29
2015-09-06,THEFT,BAR OR TAVERN,0,0,42.0,776,18,29
2015-09-05,THEFT,RESIDENCE-GARAGE,0,0,1.0,498,12,29
2015-09-06,THEFT,RESIDENCE-GARAGE,0,0,19.0,776,22,29
2015-09-06,ASSAULT,APARTMENT,1,1,16.0,776,7,1
2015-04-26,ASSAULT,CONVENIENCE STORE,1,0,21.0,1,6,1
2015-09-05,CRIMINAL DAMAGE,STREET,0,0,33.0,498,17,6
2015-09-06,THEFT,RESIDENCE,0,0,27.0,776,18,29
2015-09-05,THEFT,RESTAURANT,0,0,42.0,498,18,29
2015-09-06,CRIMINAL DAMAGE,RESIDENCE,0,0,43.0,776,19,6
2015-09-06,THEFT,STREET,0,0,46.0,776,19,29
2015-09-06,CRIMINAL DAMAGE,STREET,1,0,34.0,776,5,6
2015-09-04,BURGLARY,COMMERCIAL / BUSINESS OFFICE,0,0,25.0,179,12,3
2015-09-06,BATTERY,RESIDENCE PORCH/HALLWAY,0,1,11.0,776,9,2
2015-09-06,BATTERY,STREET,0,0,42.0,776,18,2
2015-09-06,THEFT,RESIDENCE,0,1,14.0,776,9,29
2015-09-05,THEFT,STREET,0,0,26.0,498,12,29
2015-09-06,THEFT,RESIDENTIAL YARD (FRONT/BACK),0,0,7.0,776,4,29
2015-09-06,THEFT,SMALL RETAIL STORE,1,0,45.0,776,16,29
2015-09-06,CRIMINAL DAMAGE,APARTMENT,1,0,45.0,776,16,6
2015-08-24,BATTERY,APARTMENT,0,1,45.0,13,16,2
2015-09-06,THEFT,STREET,0,0,45.0,776,16,29
2015-09-06,NARCOTICS,ALLEY,1,0,30.0,776,16,17
2015-09-06,THEFT,APARTMENT,0,1,4.0,776,2,29
2015-09-06,NARCOTICS,CTA BUS STOP,1,0,2.0,776,12,17
2015-09-06,ARSON,RESIDENCE,0,0,17.0,776,7,0
2015-09-06,BATTERY,PARKING LOT/GARAGE(NON.RESID.),1,0,31.0,776,25,2
2015-09-06,CRIMINAL DAMAGE,STREET,0,0,24.0,776,10,6
2015-09-06,ASSAULT,STREET,1,0,37.0,776,25,1
2015-09-06,ASSAULT,PARKING LOT/GARAGE(NON.RESID.),0,0,23.0,776,8,1
2015-09-06,NARCOTICS,STREET,1,0,26.0,776,14,17
2015-09-06,BATTERY,STREET,0,1,6.0,776,7,2
2015-09-05,MOTOR VEHICLE THEFT,VEHICLE NON-COMMERCIAL,0,0,26.0,498,25,16
2015-09-06,OTHER OFFENSE,APARTMENT,0,0,18.0,776,8,22
2015-09-05,BURGLARY,RESIDENCE-GARAGE,0,0,13.0,498,8,3
2015-09-06,THEFT,SMALL RETAIL STORE,0,0,32.0,776,19,29
2015-09-06,OTHER OFFENSE,RESIDENCE,0,1,18.0,776,8,22
2015-08-05,THEFT,STREET,0,0,29.0,5,15,29
2015-09-05,MOTOR VEHICLE THEFT,STREET,0,0,11.0,498,9,16
2015-09-01,THEFT,STREET,0,0,15.0,66,8,29
2015-09-06,BATTERY,RESIDENCE PORCH/HALLWAY,0,0,21.0,776,22,2
2015-09-06,NARCOTICS,RESIDENCE,1,0,39.0,776,17,17
2015-09-06,ASSAULT,STREET,0,1,6.0,776,6,1
2015-09-06,THEFT,GAS STATION,0,0,6.0,776,6,29
2015-09-05,THEFT,RESIDENTIAL YARD (FRONT/BACK),0,0,16.0,498,9,29
2015-09-06,THEFT,BAR OR TAVERN,0,0,42.0,776,18,29
2015-09-06,MOTOR VEHICLE THEFT,STREET,0,0,36.0,776,25,16
2015-09-06,GAMBLING,SIDEWALK,1,0,20.0,776,7,10
2015-09-06,DECEPTIVE PRACTICE,OTHER,0,0,32.0,776,14,9
2015-09-01,BATTERY,RESIDENCE,0,1,19.0,66,22,2
2015-09-05,CRIMINAL DAMAGE,RESIDENTIAL YARD (FRONT/BACK),0,0,3.0,498,2,6
2015-09-06,INTERFERENCE WITH PUBLIC OFFICER,APARTMENT,0,0,7.0,776,4,12
2015-09-05,BURGLARY,APARTMENT,0,0,12.0,498,9,3
2015-09-06,NARCOTICS,SIDEWALK,1,0,24.0,776,10,17
2015-09-06,CRIMINAL DAMAGE,APARTMENT,0,1,10.0,776,4,6
2015-09-06,OTHER OFFENSE,SIDEWALK,1,0,15.0,776,8,22
2015-09-06,CRIMINAL DAMAGE,STREET,0,0,20.0,776,2,6
2015-09-06,INTERFERENCE WITH PUBLIC OFFICER,STREET,1,0,6.0,776,7,12
2015-09-06,BATTERY,RESTAURANT,0,0,23.0,776,8,2
2015-09-06,ROBBERY,PARKING LOT/GARAGE(NON.RESID.),0,0,18.0,776,8,26
2015-09-06,MOTOR VEHICLE THEFT,APARTMENT,0,0,3.0,776,2,16
2015-09-06,ASSAULT,RESIDENCE,1,0,25.0,776,12,1
2015-09-06,OTHER OFFENSE,SIDEWALK,1,0,20.0,776,3,22
2015-09-04,SEX OFFENSE,HOSPITAL BUILDING/GROUNDS,0,0,5.0,179,2,27
2015-09-06,OTHER OFFENSE,RESIDENCE,0,0,20.0,776,7,22
2015-09-05,THEFT,STREET,0,0,46.0,498,19,29
2015-09-05,THEFT,RESIDENTIAL YARD (FRONT/BACK),0,0,16.0,498,7,29
2015-09-06,DECEPTIVE PRACTICE,STREET,1,0,6.0,776,7,9
2015-09-06,DECEPTIVE PRACTICE,GAS STATION,0,0,2.0,776,1,9
2015-09-06,ASSAULT,RESIDENCE,1,1,6.0,776,6,1
2015-09-06,BATTERY,RESIDENCE,0,1,45.0,776,16,2
2015-09-05,THEFT,BAR OR TAVERN,0,0,42.0,498,18,29
2015-09-05,BURGLARY,CHURCH/SYNAGOGUE/PLACE OF WORSHIP,0,0,36.0,498,16,3
2015-09-05,THEFT,STREET,0,0,9.0,498,5,29
2015-09-04,THEFT,RESIDENCE,0,0,36.0,179,16,29
2015-09-06,DECEPTIVE PRACTICE,STREET,0,0,46.0,776,19,9
2015-09-06,BATTERY,HOSPITAL BUILDING/GROUNDS,0,0,41.0,776,16,2
2015-09-05,BURGLARY,RESIDENCE,0,0,24.0,498,10,3
2015-03-16,ASSAULT,RESIDENCE,0,0,15.0,1,8,1
2015-09-06,NARCOTICS,SIDEWALK,1,0,2.0,776,2,17
2015-09-06,ROBBERY,STREET,0,0,28.0,776,15,26
2015-09-03,DECEPTIVE PRACTICE,APARTMENT,0,0,4.0,104,2,9
2015-09-05,BURGLARY,BARBERSHOP,0,0,50.0,498,24,3
2015-09-06,NARCOTICS,SIDEWALK,1,0,15.0,776,8,17
2015-09-06,INTERFERENCE WITH PUBLIC OFFICER,RESIDENTIAL YARD (FRONT/BACK),1,0,34.0,776,5,12
2015-09-06,NARCOTICS,OTHER,1,0,8.0,776,6,17
2015-09-06,BATTERY,OTHER,0,1,25.0,776,12,2
2015-09-06,BURGLARY,SMALL RETAIL STORE,0,0,50.0,776,24,3
2015-09-03,THEFT,BAR OR TAVERN,0,0,42.0,104,18,29
2015-09-05,BURGLARY,SMALL RETAIL STORE,0,0,50.0,498,24,3
2015-09-06,CRIMINAL DAMAGE,STREET,0,0,19.0,776,22,6
2015-09-04,DECEPTIVE PRACTICE,RESIDENCE,0,0,46.0,179,19,9
2015-09-06,CRIMINAL DAMAGE,ALLEY,0,0,21.0,776,6,6
2015-09-06,BATTERY,CTA BUS STOP,0,1,9.0,776,5,2
2015-09-05,BATTERY,RESIDENCE,0,0,18.0,498,8,2
2015-09-06,BATTERY,APARTMENT,0,1,9.0,776,5,2
2015-09-06,BATTERY,STREET,1,0,45.0,776,17,2
2015-09-05,BATTERY,HOSPITAL BUILDING/GROUNDS,1,1,28.0,498,10,2
2015-08-24,CRIMINAL DAMAGE,BANK,0,0,24.0,13,11,6
2015-09-06,BATTERY,APARTMENT,0,1,15.0,776,8,2
2015-09-05,ASSAULT,OTHER,0,0,28.0,498,11,1
2015-09-05,THEFT,SIDEWALK,0,0,2.0,498,1,29
2015-09-05,BATTERY,RESIDENCE,0,1,2.0,498,11,2
2015-09-06,BATTERY,APARTMENT,0,1,24.0,776,11,2
2015-09-06,NARCOTICS,PARKING LOT/GARAGE(NON.RESID.),1,0,2.0,776,12,17
2015-09-06,NARCOTICS,SIDEWALK,1,0,2.0,776,11,17
2015-09-06,OTHER OFFENSE,PARK PROPERTY,1,0,47.0,776,19,22
2015-09-05,THEFT,STREET,0,0,12.0,498,9,29
2015-09-06,NARCOTICS,STREET,1,0,17.0,776,7,17
2015-09-06,NARCOTICS,STREET,1,0,27.0,776,12,17
2015-09-04,CRIMINAL DAMAGE,"SCHOOL, PUBLIC, GROUNDS",0,0,33.0,179,17,6
2015-09-06,CRIMINAL DAMAGE,STREET,0,0,29.0,776,25,6
2015-09-05,BATTERY,APARTMENT,0,0,12.0,498,9,2
2015-09-06,WEAPONS VIOLATION,APARTMENT,0,0,37.0,776,15,30
2015-09-06,THEFT,SIDEWALK,0,0,42.0,776,18,29
2015-09-02,THEFT,APARTMENT,0,0,29.0,64,15,29
2015-09-04,THEFT,PARK PROPERTY,0,0,48.0,179,20,29
2015-09-06,OTHER OFFENSE,NURSING HOME/RETIREMENT HOME,0,1,46.0,776,19,22
2015-09-06,CRIMINAL TRESPASS,APARTMENT,0,0,44.0,776,19,8
2015-09-06,THEFT,PARKING LOT/GARAGE(NON.RESID.),0,0,11.0,776,9,29
2015-09-06,CRIMINAL TRESPASS,SMALL RETAIL STORE,0,0,28.0,776,11,8
2015-09-06,ASSAULT,APARTMENT,0,1,2.0,776,11,1
2015-05-30,OFFENSE INVOLVING CHILDREN,RESIDENCE,0,1,17.0,8,7,20
2015-05-30,OFFENSE INVOLVING CHILDREN,RESIDENCE,0,1,17.0,8,7,20
2015-09-04,CRIMINAL DAMAGE,STREET,0,0,42.0,179,1,6
2015-08-31,DECEPTIVE PRACTICE,APARTMENT,0,0,27.0,25,11,9
2015-09-06,OTHER OFFENSE,RESIDENCE PORCH/HALLWAY,1,1,2.0,776,11,22
2015-09-06,BATTERY,APARTMENT,0,1,24.0,776,11,2
2015-09-06,ASSAULT,APARTMENT,0,1,28.0,776,11,1
2015-09-06,ROBBERY,ALLEY,0,0,24.0,776,11,26
2015-09-06,BATTERY,APARTMENT,1,1,28.0,776,11,2
2015-09-06,CRIMINAL TRESPASS,GAS STATION,0,0,24.0,776,11,8
2015-09-06,THEFT,STREET,0,0,16.0,776,9,29
2015-09-06,BATTERY,APARTMENT,0,1,24.0,776,11,2
2015-09-06,NARCOTICS,SIDEWALK,1,0,27.0,776,11,17
2015-09-06,CRIMINAL DAMAGE,RESIDENTIAL YARD (FRONT/BACK),1,0,37.0,776,15,6
2015-09-05,CRIMINAL TRESPASS,RESIDENCE PORCH/HALLWAY,0,0,37.0,498,15,8
2015-08-29,THEFT,STREET,0,0,43.0,18,19,29
2015-09-06,THEFT,RESIDENCE PORCH/HALLWAY,0,0,15.0,776,8,29
2015-09-05,OTHER OFFENSE,APARTMENT,0,0,48.0,498,20,22
2015-09-05,CRIMINAL DAMAGE,STREET,0,0,47.0,498,19,6
2015-09-06,OTHER OFFENSE,STREET,1,0,28.0,776,11,22
2015-09-05,MOTOR VEHICLE THEFT,STREET,0,0,27.0,498,12,16
2015-09-06,BATTERY,NURSING HOME/RETIREMENT HOME,0,0,29.0,776,15,2
2015-09-05,THEFT,STREET,0,0,29.0,498,15,29
2015-09-06,BATTERY,STREET,0,1,28.0,776,15,2
2015-08-29,CRIMINAL DAMAGE,RESIDENCE-GARAGE,0,0,2.0,18,1,6
2015-09-06,BATTERY,PARK PROPERTY,0,0,3.0,776,2,2
2015-09-06,CRIMINAL DAMAGE,SIDEWALK,0,0,10.0,776,4,6
2015-09-06,BATTERY,SIDEWALK,1,0,37.0,776,15,2
2015-09-06,BATTERY,SIDEWALK,1,1,50.0,776,24,2
2015-09-06,NARCOTICS,CHA PARKING LOT/GROUNDS,1,0,27.0,776,18,17
2015-09-06,NARCOTICS,STREET,1,0,34.0,776,5,17
2015-09-06,BATTERY,RESIDENCE,0,0,9.0,776,5,2
2015-09-06,THEFT,DEPARTMENT STORE,1,0,2.0,776,1,29
2015-09-06,MOTOR VEHICLE THEFT,STREET,0,0,43.0,776,18,16
2015-09-06,THEFT,BAR OR TAVERN,0,0,42.0,776,18,29
2015-09-02,THEFT,RESIDENCE,0,0,44.0,64,19,29
2015-09-04,ROBBERY,RESIDENCE,0,0,46.0,179,19,26
2015-09-06,BURGLARY,APARTMENT,0,0,25.0,776,12,3
2015-09-06,BATTERY,RESIDENCE,0,1,25.0,776,12,2
2015-09-06,ASSAULT,SIDEWALK,1,0,11.0,776,9,1
2015-09-06,THEFT,PARKING LOT/GARAGE(NON.RESID.),1,0,20.0,776,7,29
2015-09-06,THEFT,GROCERY FOOD STORE,0,0,6.0,776,3,29
2015-09-06,THEFT,CONVENIENCE STORE,0,0,22.0,776,10,29
2015-09-06,CRIMINAL DAMAGE,PARKING LOT/GARAGE(NON.RESID.),0,0,23.0,776,8,6
